,food,description
38252,매콤계란장조림,계란 양파 표고버섯 청양고추 쪽파
38253,오렌지무스케이크,달걀 설탕 박력분 우유 초코파우더 버터 크림치즈 플레인 요구르트 설탕 판젤라틴 생크림 오렌지 주스 판젤라틴 오렌지 슬라이스 적당량
38254,단호박두부브라우니,무농약 단호박 유기농 두부 유기농 통밀가루 아몬드가루 베이킹파우더 죽염 견과류 적당량 알룰로스 무가당두유 현미유
38255,캔꽁치미역국,건미역 꽁치
38256,관자게살샐러드,사과 그린 키위 샐러드 버터 관자 적당히 게살 적당히
38257,갈릭샤워크림치킨,닭다리살 소주 양파 마늘 맛소금 후추 맛술 튀김가루 쌀가루 식용유 치자가루 물
38258,만두크로켓,만두 계란 부침가루 빵가루 식용유
38259,스터프트에그,달걀 양파 약간 당근 약간 피망 햄 약간씩
38260,통삼겹맥주수육,통삼겹살 양파 파 청양고추 통마늘 된장 월계수잎 정도 통후추 정도 맥주 피쳐
38261,새송이버섯미니피자,새송이버섯 소세지 토마토 달걀 밀가루 모짜렐라 치즈 적당량
38262,호박고지설기,멥쌀가루 말린호박고지 백설탕 황설탕 소금 약간 완두배기 쌀뜨물
38263,사과바나나치즈토스트,사과 바나나 식빵 버터 슬라이스 치즈
38264,두부계란볶음밥,대파 계란 두부 밥 소금 간장 참기름 김
38265,땡초마요소스,간장
38266,식빵페퍼로니피자,식빵 페퍼로니 토마토소스 모짜렐라 치즈 크러쉬드 레드페퍼
38267,고명,계란 소금 식용유 약간 페트병
38268,매콤만두,만두 양배추 당근 식용유
38269,건체리핫케이크,핫케이크믹스 계란 우유 카놀라유 적당량 건 체리 슈가파우더 약간 메이플 시럽 약간
38270,햄치즈토마토샌드위치,식빵 샌드위치햄 체다치즈 양상추 또는 상추 토마토
38271,홍합짬뽕탕,홍합 알새우 파 양파 시금치 부추 청양고추 꽃 송이버섯 표고버섯 배추잎 당면 조금 육수티백 다시마
38272,콘치즈크로와상,크로와상 옥수수통조림 양파 모짜렐라치즈 마요네즈 설탕 버터 후춧가루 약간 파슬리가루 약간
38273,사골감자국,얼린 사골국물 얼린 육수 얼린 소고기 수육 감자 중간 크기 무 대파 내린 육수 후추 간장 소금
38274,미나리오징어빈대떡,미나리 냉동 오징어채 전분가루 밀가루 탄산수 농도에맞게 마늘허브소금
38275,파인애플오이무침,오이 파인애플 고춧가루 간장 멸치액젓 매실청 식초 깨 약간 참기름 약간
38276,섬초볶음,섬초 마늘 청홍고추 식용유 약간 피쉬소스
38277,불고기당면볶음,양념 불고기 자른당면 대파 마늘 양파 팽이버섯 두부
38278,양배추김치두루치기,돼지고기 양배추김치 양파
38279,돌솥,굵은소금 쌀뜨물
38280,꽈리고추곤약조림,곤약 꽈리고추 육수 식용유 대파
38281,우유크림스파게티,우유 베이컨 스파게티면 모양 펜네 양파 당근 조금 쌈배추 계란노른자 부분만
38282,모짜렐라치즈떡볶이,떡볶이떡 어묵 당근 양파 모짜렐라 치즈 토마토
38283,계란부추김밥,밥 김밥김 계란 부추
38284,오뎅떡국,떡국떡 식용유 파 참기름 간장 사각오뎅 다진마늘 국간장 멸치액젓 김 물 다시마 멸치
38285,오이가지츠케모노,오이 가지 다시마 소금 간장 식초
38286,소세지콩나물찜,콩나물 소세지 식용유 고추가루 고추장 다진마늘 간장 후추가루 참기름 물
38287,스테리크소스,이태리파슬리 마늘
38288,모듬콩밥,모듬콩 쌀 물
38289,딸기바닐라스콘,생크림 아몬드가루 코코넛가루 에리스리톨 베이킹 파우더 소금약간 달걀 녹인 버터 코코넛 오일 생크림 바닐라 익스트랙 딸기 약 에리스리톨 파우더 바닐라 익스트랙 생크림
38290,통갈비구이,통 돼지고기갈비 된장 대파 양파 소주 또는 맥주 파슬리가루 스테이크 맥주 올리고당 간장 다진마늘 케첩 후추 조금
38291,토마토파스타소스,토마토 양파 빨강피망 다진마늘 식용유
38292,초코밤,다크 커버춰 초콜릿 화이트 커버춰 초콜릿 제티코코아분말 마시멜로우 스프링클
38293,크랜베리크럼블,실온 무염버터 황설탕 박력분 아몬드 가루
38294,구운치킨,닭 윙 닭다리 아스파라거스 새송이버섯 방울토마토
38295,두부목살두루치기,두부 돼지고기목살 신 김치 대파 양파 청양고추 참기름 통깨 약간 식용유 약간 해물육수 고추장 고춧가루 맛술 간장 굴소스 설탕 다진마늘 생강가루 후춧가루 약간
38296,매운치킨스테이크,닭가슴살 약 땡초 가루 파프리카 가루 소금 적당량 할라피뇨 고구마 양파 마늘 물 후추 적당량
38297,끌생강청,생강 꿀
38298,콩나물무굴국,콩나물 생굴 무채 베트남 고추 다진마늘 새우젓 송송 썬 대파 멸치다시마팩 물 굵은 소금 등
38299,치즈덮빵,모닝롤 고다치즈 아카시아꿀 파슬리 톡톡 모짜렐라치즈
38300,모닝롤샌드위치,모닝롤 삶은 계란 사과 브로콜리 베이컨 고구마 양배추
38301,불고기누드김밥,밥 김밥김 소고기 상추 단무지 오이 맛살 잣 호두 간장 대파 간마늘 양파즙 배즙 설탕 꿀 참기름 통깨 후춧가루 약간
38302,오징어애호박전,오징어 애호박 양파 청양고추 튀김가루 물 식용유
38303,석박지깍두기,무 물 고추가루 수북한 마늘 평평 멸치액젓 설탕 평평 사이다 미원 밀가루 평평 꽃소금 평평
38304,두부말차초코타르트,통밀가루 아몬드가루 카카오가루 죽염 코코넛오일 국산무첨가두유 아가베시럽 데친두부 비정제마스코바도 국산감자전분 말차가루 물 종이컵기준 바닐라스테비아시럽
38305,스팸간장조림,스팸
38306,독일농가빵,강력분 통호밀가루 물 설탕 소금 무가당 요거트 인스턴트 드라이 이스트
38307,댤걀두부오믈렛,달걀 두부 파 피망 식용유
38308,치치닭,하림 생닭 파 마늘 생강 청양고추
38309,차돌박이간장국수,차돌박이 양파 당근 애호박 표고버섯 소면
38310,가지야채피자,가지 양파 파프리카 파프리카
38311,무화과닭가슴살샐러드,생 닭가슴살 우유 닭가슴살 잠길정도 월계수잎 샐러드야채 방울토마토 무화과
38312,소목뼈찜,소목뼈 소주 양파 사과
38313,새우젓뭇국,무 참기름 새우젓 물 간장 액젓 다진 마늘
38314,양배추비엔나소시지볶음,비엔나소시지 양파 양배추
38315,명란계란볶음밥,백 명란젓 대파 한 줌 식용유 굴소스 후추 약간 계란 밥
38316,매운진미채볶음,진미채 청양고추 깨 고추장 다진마늘 올리고당 진간장 설탕 맛술 마요네즈
38317,간장치킨떡볶이,닭볶음탕용 닭 떡국떡 우유 허브솔트 후추 청주 올리브오일 통깨
38318,햄에그포테이토샌드위치,감자 계란 사과 햄 마요네즈 듬뿍 견과류 적당히 피클 체다치즈
38319,굴김국,생굴 무 대파 작은것 김 다시마 마늘 국간장
38320,들기름꼬꼬면,재료 라면사리 남은 치킨살 쪽파 대파 김가루 약간 계란노른자 통깨 약간 설탕 간장 들기름
38321,연어낫또자색양파덮밥,생연어 자색양파 발사믹소스 아가베시럽 국산 낫또 무항생제 유정란 한식간장 저온압착 들기름
38322,대파짜장면,중화면 대파 다진돼지고기
38323,크리스피삼겹살,삼겹살
38324,가지치즈볶음밥,당근 양파 가지 모짜렐라 치즈 적당량 찬밥
38325,볶음밥퀘사디아,또띠아 베이컨 비엔나소세지 양파 칠리소스 마요네즈 약간 케첩 약간 모짜렐라치즈 밥 버터
38326,닭고기부리또,닭다리살 노랑파프리카 빨강파프리카 양파 칠리소스 또띠아 식용유 후춧가루 약간 모짜렐라치즈
38327,견과류우엉볶음,우엉 마른홍고추 한식간장 아가베시럽 올리브유 들기름 참깨
38328,도투리묵무침,도토리묵 양배추 약간 대파
38329,사과에그마요샐러드,삶은계란 사과
38330,유자마늘보쌈,돼지고기앞다리 홍삼액 마늘 생강 된장 유자청 마늘
38331,훈제오리아보카도덮밥,훈제오리고기 파채 조금 양배추 계란 아보카도
38332,연근어묵볶음,연근 어묵 마늘 청양고추 홍고추 간장 미림 물엿 참기름 깨 기름
38333,양무침,깐위 소주 미나리 오이 고추장 만능양념장 후추 참기름 식초 통깨
38334,닭고기쌀국수,쌀국수 닭가슴살 숙주 베트남고추 약간 대파 레몬 국간장 소금 약간 대파 통마늘 청주 통후추 약간 물
38335,오코노미야키달걀말이,양파 대파 당근 소시지 달걀 마요네즈 데리야끼소스 가다랑어포 적당히 소금
38336,앙버떡,가래떡 팥 호두 무가염 버터 설탕
38337,삼겹살떡꼬치,삼겹살 떡볶이떡 비엔나 소세지
38338,비엔나계란주먹밥,비엔나소시지 밥 계란 김가루
38339,크림치즈팝콘,크림치즈 버터 우유 설탕 팝콘 옥수수 바닐라 익스트랙 시나몬 파우더 약간 팝콘 튀길 오일 약간
38340,두부시금치프리타타,유정란 죽염 국산콩 두부 시금치 토마토 자색양파 자연 스트링치즈
38341,꼬마치즈김밥,밥 식초 소금 김 치즈
38342,견과류우엉볶음주먹밥,현미찰밥 들기름 조금 견과우엉볶음 먹을만큼
38343,양배추간장국수,소면 양배추 약간 대파
38344,비엔나소시지강정,비엔나 소시지 식용유 약간 설탕 진간장 케찹 다진마늘 올리고당 물 견과류 약간
38345,양평해장국,소위 한우양지 통마늘 대파 콩나물 무 만능양념장 고춧가루 다진마늘 양조간장 멸치액젓 고춧기름 천연조미료해물육수
38346,과카몰리베이글샌드위치,어린잎채소 약간 새우 베이글 아보카도 다진 방울토마토 다진 양파 레몬 올리브유 소금 약간
38347,흑돼지보쌈,돼지고기 뒷다리살 새우젓
38348,과일카나페,크래커 석류 요거트 잼 귤 파인애플 치즈
38349,깻잎양배추피클,깻잎 양배추잎 약간
38350,버섯깐풍기,새송이버섯 달걀 전분가루 건고추 청고추 홍고추 마늘 식용유 굴소스 간장 설탕 고추기름
38351,오리들깨미역국,오리고기 토막 물 국간장 들깨가루 산초가루 자른 미역 마늘가루
38352,고구마감자샐러드,고구마 작은거 감자 당근 조금 양파 조금 파프리카 조금
38353,콜라비몰무침,콜라비 몰
38354,명주조개양념무침,명주 조개 양파
38355,간장마늘장아찌다대기,마늘 간장장아찌 청양고추
38356,견과류크런치,아몬드 설탕 물 강황가루
38357,버터새우볶음,새우 홍 파프리카 황 파프리카 양파 토마토 브로콜리
38358,간장고추장아찌다대기,아삭 고추 장아찌 청양고추 장아찌
38359,볶음나물,브로콜리 된장 물 마늘 표고가루 깨소금 참기름 소금 약간 배추 멸치 액젓 마늘 식용유 깨소금 참기름 약간 무 멸치 액젓 물 마늘 식용유 깨소금 참기름 약간 표고버섯 양파 멸치 액젓 물 마늘 식용유 깨소금 참기름 약간 연근 물 들깨가루 마늘 소금 검은깨 참기름 식초 약간 토마토 시금치 식용유 마늘 굴소스 깨소금 약간
38360,매콤스팸볶음,표고버섯 스팸 양파 대파 소금 약간 후추 약간 고추기름 고춧가루 맛술 간장 설탕 다진마늘 후추 약간
38361,두부떡볶이,두부 양배추 양파 고추장 다진마늘 설탕 토마토케첩 진간장 후추 약간
38362,망고푸딩,망고 코코넛밀크 설탕 젤라틴가루 생크림 뜨거운물
38363,곰돌이주먹밥,스팸 양파 밥 달걀
38364,돼지간전,돼지간 양파 달걀
38365,양깃머리구이,양깃머리 굵은소금 밀가루 사과 냉동 파인애플 양파 고춧가루 양조간장 매실액 청주 다진마늘 썬파 다진생강 후추
38366,어묵은행볶음,어묵 은행 통깨
38367,숙주햄볶음,숙주 통조림햄 양파 대파
38368,닭가슴살계란스크램블,양파 달걀 닭 가슴살 소금 적당히 후추 톡톡
38369,한우배죽,처음요리 초기 한우배죽 밀키트 조리수
38370,시래기만두된장국,무청시래기 황태채 김치 만두 물 무
38371,스팸스무비,스팸 달걀 씻은김치 치즈 부추 약간 김
38372,무우말랭이무침,무말랭이
38373,식빵과자,식빵 설탕 올리고당
38374,고추장두부구이,두부 고추장 진간장 물엿 다진마늘 물 고춧가루 설탕 후추 톡톡 들기름 식용유 실파 통깨 톡톡톡 소금 톡톡
38375,새송이메추리알고추장조림,깐메추리알 물 다시마 새송이버섯
38376,돼지고기양배추말이찜,무항생제 돼지고기 당근 애호박 양파 양배추 국산통 밀가루 소금 흑후추 조금 유정란
38377,가지튀김볶음,가지 돼지고기다짐육 양파 파프리카 청양고추 밀가루 튀김가루 식용유 진간장 식초 올리고당 매실액 다진마늘 고추가루 땡초 올리브유 물
38378,통삽겹구이,통삼겹살 허브솔트 넉넉히 다진마늘 월계수잎 여러장 양파 통마늘
38379,양밥,양념양깃머리 석박지 만능양념소스 설탕 모짜렐라치즈 통깨 밥
38380,메추리알아란치니,메추리알 밥 프랑크소시지 빨강피망 초록 피망 양파 소금 약간 후추 약간 피자치즈 밀가루 달걀 빵가루 토마토소스 다진양파 레몬즙 물 소금 약간 후추 약간
38381,청경채두부볶음,두부 청경채 만가닥버섯 다진마늘 마른 청양고추 진간장 올리고당 올리브유 참기름 소금
38382,닭고기,처음요리 밀키트
38383,애플프라이,사과 밀가루 다이제쿠키 볶은땅콩 설탕 시나몬가루 올리브유 약간 카라멜소스 적당히
38384,눈꽃아이싱쿠키,버터 설탕 달걀 박력분 베이킹파우더 소금 달걀흰자 슈가파우더 이상 레몬 민트시럽 물
38385,올리브토마토페타치즈케이크살레,강력분 밀가루 계란 갈은 에망딸 선드라이 토마토 요리용 생크림 드라이 화이트와인 올리브유 블랙 올리브 페타 치즈 설탕 이스트 소금 후추 약간
